83,586,1.5,1333843197
249,43919,1.0,1346758396
328,102903,0.5,1494211403
563,72641,4.0,1448076673
197,1209,5.0,947462811
88,7147,3.5,1331421385
80,4963,4.5,1377308707
610,6595,3.5,1493847505
555,2400,3.0,980124359
446,586,3.0,843839290
372,1224,4.0,874415603
232,4002,3.5,1182908538
606,36527,4.0,1183640405
288,1550,3.0,978622551
247,32,3.0,1467661273
495,208,3.0,1458636389
232,59258,2.5,1210210332
492,858,3.0,863976249
50,45517,2.0,1527108190
339,4223,4.5,1460183602
62,85414,4.5,1521489185
381,8361,3.5,1167542362
317,318,4.0,1430361381
437,300,5.0,859721399
325,1573,4.0,1039396740
137,26084,4.0,1204859960
600,346,3.0,1237711772
125,4848,4.5,1474460274
438,6188,3.5,1105650249
474,1267,4.0,1082256467
522,91658,5.0,1388124661
120,12,3.0,860070182
219,46322,3.0,1194686249
606,2422,1.5,1172012186
68,1367,2.5,1261623148
274,3593,2.0,1171786336
330,481,3.5,1285903344
542,1206,4.0,1163387506
469,47,4.0,965336711
599,1274,5.0,1498457252
70,55820,4.0,1355198524
332,6365,3.0,1352672377
298,140174,2.0,1466276306
570,33794,3.5,1181476562
560,71156,4.0,1469651767
307,37729,3.0,1186172409
318,57368,4.0,1263848525
220,4886,4.0,1230055556
125,89190,3.0,1474414844
144,4973,4.0,1136812796
391,2336,3.0,1030825112
368,350,3.0,971276012
280,6377,4.5,1348533614
84,5060,4.0,860397176
361,5106,1.5,1204041890
605,4886,3.0,1277175594
555,3525,4.0,978748961
125,63276,4.5,1474470262
105,3409,4.0,1446750467
177,28,2.5,1435536420
387,2712,4.0,1094849183
469,1299,4.0,965662034
477,3981,3.0,1200944932
323,1094,4.0,1422640494
326,1293,3.0,1324234854
312,3727,3.0,1043176096
395,520,4.0,841504867
91,3949,3.0,1112711500
16,27773,4.0,1377477507
281,35836,4.0,1183000177
596,85414,3.5,1535827361
448,144714,1.5,1474972061
104,1513,3.0,1048587616
169,6944,5.0,1073180053
509,27731,3.5,1435997108
182,4467,3.0,1055158530
464,31410,4.0,1275550299
220,1291,5.0,1230061726
298,353,2.5,1450452561
66,4079,4.5,1113190592
105,48394,3.5,1446571602
28,4034,3.0,1236313568
539,6753,4.5,1332475283
414,4509,3.0,1023465730
217,1551,3.0,955942392
606,908,4.5,1171310442
274,57536,3.5,1217201667
38,339,3.0,841341271
509,82169,3.0,1436393290
414,3104,5.0,961515708
64,2124,4.0,1161565612
89,79684,4.0,1520409076
572,852,3.0,945886771
398,60069,5.0,1311207989
514,1128,4.0,1533874667
51,919,2.0,1230932502
182,6978,3.5,1075801048
494,480,3.0,1000384075
178,527,4.5,1164355240
282,4262,4.5,1378491774
140,4033,4.0,997958279
174,165,3.0,848486927
385,444,2.0,834692225
517,4306,4.0,1487954402
474,293,3.5,1079099410
597,417,4.0,940361384
477,1203,4.0,1200940079
64,30707,3.5,1161520729
72,1357,4.0,1217323427
448,151745,0.5,1492286246
62,64957,4.5,1521489875
139,36401,1.5,1453925352
561,99114,3.0,1491091040
554,953,4.0,944902081
596,1801,3.0,1535834689
252,98491,5.0,1498284315
105,32657,4.5,1446618662
357,2797,4.0,1348610345
292,4232,4.0,1017364566
113,2080,5.0,980306890
140,2590,2.5,1075154614
409,3812,5.0,967920162
142,593,5.0,838932386
19,2002,3.0,965707724
501,141,5.0,844973419
232,3409,3.0,1241823790
408,3671,4.0,1474104933
466,68358,4.0,1439885219
462,6787,4.0,1123893884
57,1094,3.0,965796593
414,1344,3.5,1073681875
